-22.836013793945312,-22.711286544799805,-22.62973976135254,-22.55552101135254,-22.791790008544922,-22.88347625732422,-22.497020721435547,-22.641109466552734,-22.842012405395508,-22.794567108154297,-22.925018310546875,-22.727991104125977,-22.90823745727539,-22.84922218322754,-22.977489471435547,-22.78733253479004,-22.843677520751953,-22.61016845703125,-22.739171981811523,-22.87363624572754,-22.811376571655273,-23.06049346923828,-22.918466567993164,-23.053075790405273,-23.079303741455078,-22.850297927856445,-22.837812423706055,-23.04348373413086,-23.120290756225586,-23.067283630371094,-22.990402221679688,-22.88010597229004,-22.693429946899414,-22.5956974029541,-22.833698272705078,-22.838483810424805,-22.85968589782715,-22.959001541137695,-22.82132911682129,-22.801563262939453,-23.144973754882812,-22.979724884033203,-22.968812942504883,-22.876428604125977,-22.94794273376465,-23.233051300048828,-23.2081356048584,-23.2563419342041,-22.80321502685547,-23.064931869506836
-24.577707290649414,-24.182010650634766,-24.11785316467285,-24.45525550842285,-23.863018035888672,-24.09221839904785,-24.430530548095703,-24.37456512451172,-24.134075164794922,-24.28310775756836,-24.281335830688477,-24.320499420166016,-23.94430160522461,-24.261865615844727,-24.06573486328125,-24.52386474609375,-24.18842315673828,-23.968055725097656,-23.984622955322266,-24.217580795288086,-24.32051658630371,-24.052051544189453,-24.23154067993164,-24.467605590820312,-24.079946517944336,-23.996835708618164,-24.59127426147461,-24.225332260131836,-24.33635139465332,-24.48103141784668,-23.907855987548828,-24.094810485839844,-24.601089477539062,-24.482181549072266,-24.312047958374023,-24.32832145690918,-24.002342224121094,-24.37489891052246,-24.5817928314209,-24.35375213623047,-24.667680740356445,-24.637271881103516,-24.239566802978516,-24.375654220581055,-24.365507125854492,-24.4423770904541,-24.366878509521484,-24.65745735168457,-24.410419464111328,-24.421630859375
-24.638885498046875,-24.743284225463867,-24.56087875366211,-24.66051483154297,-24.55157470703125,-24.482139587402344,-24.343017578125,-24.578866958618164,-24.49527359008789,-24.622577667236328,-24.75751495361328,-24.81749153137207,-24.770143508911133,-24.726821899414062,-24.753572463989258,-24.760698318481445,-24.616971969604492,-24.695955276489258,-24.453371047973633,-24.49790382385254,-25.037939071655273,-24.924942016601562,-24.7528133392334,-24.64386749267578,-24.85969352722168,-25.066753387451172,-24.661680221557617,-24.995370864868164,-24.89257049560547,-24.90977668762207,-24.812763214111328,-24.90025520324707,-24.782657623291016,-24.740203857421875,-24.777359008789062,-24.784055709838867,-24.776615142822266,-24.30951499938965,-24.802745819091797,-24.771419525146484,-25.075653076171875,-25.055191040039062,-24.53120994567871,-24.650381088256836,-24.704980850219727,-25.18948745727539,-25.321611404418945,-25.385873794555664,-25.138870239257812,-25.18766212463379
-23.89291000366211,-23.980802536010742,-23.962411880493164,-23.507917404174805,-24.000394821166992,-23.54119300842285,-23.91183090209961,-23.983295440673828,-23.949960708618164,-23.578670501708984,-23.94780921936035,-23.90531349182129,-23.834917068481445,-23.817138671875,-23.991098403930664,-23.809770584106445,-23.939594268798828,-24.163341522216797,-23.800613403320312,-23.78688621520996,-23.917997360229492,-23.91423225402832,-23.99273681640625,-23.750194549560547,-23.790714263916016,-24.029617309570312,-23.93039321899414,-23.804759979248047,-24.2556209564209,-23.771148681640625,-23.722576141357422,-23.806346893310547,-23.76399803161621,-24.052040100097656,-24.074718475341797,-23.873682022094727,-23.879806518554688,-24.215681076049805,-23.825349807739258,-23.806438446044922,-24.204851150512695,-24.001821517944336,-23.74064064025879,-23.604496002197266,-24.10795021057129,-24.120765686035156,-24.021949768066406,-23.96540069580078,-24.283958435058594,-24.244131088256836
-22.258831024169922,-22.412490844726562,-22.108665466308594,-22.115249633789062,-22.359521865844727,-21.850088119506836,-21.955507278442383,-22.176427841186523,-22.317771911621094,-22.226545333862305,-22.164798736572266,-22.215150833129883,-22.306011199951172,-22.305309295654297,-22.28003692626953,-22.21565818786621,-22.028162002563477,-22.21615982055664,-22.45804786682129,-22.237150192260742,-22.25782585144043,-22.251890182495117,-22.17792320251465,-22.35723304748535,-22.198991775512695,-22.419456481933594,-22.47477149963379,-22.136661529541016,-22.189395904541016,-21.980154037475586,-22.245746612548828,-21.988346099853516,-22.044330596923828,-22.067710876464844,-22.163171768188477,-22.25417709350586,-22.261938095092773,-22.279800415039062,-22.13568878173828,-22.308547973632812,-22.584840774536133,-22.220794677734375,-22.049266815185547,-22.233150482177734,-22.351959228515625,-22.23150634765625,-22.16806983947754,-22.288698196411133,-22.569849014282227,-22.554800033569336
-20.310821533203125,-20.560588836669922,-20.278154373168945,-20.489582061767578,-20.50797462463379,-20.367919921875,-20.52874183654785,-20.496707916259766,-20.356544494628906,-20.331012725830078,-20.375391006469727,-20.379819869995117,-20.57229995727539,-20.439176559448242,-20.668235778808594,-20.47233772277832,-20.63495445251465,-20.539302825927734,-20.62523078918457,-20.697277069091797,-20.61574363708496,-20.558387756347656,-20.38882064819336,-20.510196685791016,-20.50773811340332,-20.50312042236328,-20.808805465698242,-20.49901580810547,-20.506298065185547,-20.59084701538086,-20.46748161315918,-20.482521057128906,-20.580923080444336,-20.513805389404297,-20.456998825073242,-20.558406829833984,-20.638437271118164,-20.60039520263672,-20.491662979125977,-20.644367218017578,-20.491357803344727,-20.512331008911133,-20.31165885925293,-20.464210510253906,-20.454805374145508,-20.59282112121582,-20.704593658447266,-20.55645751953125,-20.56501579284668,-20.628644943237305
-18.92182159423828,-18.83501625061035,-18.939939498901367,-18.86524200439453,-18.96967124938965,-18.82430648803711,-19.007646560668945,-18.911394119262695,-18.834945678710938,-19.00232696533203,-18.958908081054688,-18.969871520996094,-19.075719833374023,-18.786678314208984,-19.00861358642578,-18.95043182373047,-18.956775665283203,-18.89240837097168,-19.068193435668945,-18.82236099243164,-19.036569595336914,-19.073902130126953,-19.009126663208008,-18.82367706298828,-18.87892723083496,-18.966388702392578,-19.030656814575195,-18.88481903076172,-18.933998107910156,-18.781118392944336,-18.980430603027344,-18.81581687927246,-18.97112464904785,-18.93468475341797,-18.95912742614746,-18.938087463378906,-18.98442840576172,-18.937307357788086,-19.125476837158203,-18.858381271362305,-19.026264190673828,-18.970020294189453,-18.858509063720703,-19.059993743896484,-19.170562744140625,-19.021108627319336,-18.943193435668945,-18.94544219970703,-18.99846076965332,-19.057571411132812
-17.6403865814209,-17.58677101135254,-17.728759765625,-17.596776962280273,-17.64797019958496,-17.6800594329834,-17.662181854248047,-17.558034896850586,-17.629480361938477,-17.656387329101562,-17.58135223388672,-17.62446403503418,-17.617992401123047,-17.565732955932617,-17.69027328491211,-17.630361557006836,-17.717483520507812,-17.56859016418457,-17.611364364624023,-17.562744140625,-17.681137084960938,-17.690378189086914,-17.776594161987305,-17.50698471069336,-17.656702041625977,-17.539913177490234,-17.714374542236328,-17.61811065673828,-17.76959800720215,-17.664079666137695,-17.679067611694336,-17.681467056274414,-17.558547973632812,-17.710168838500977,-17.595388412475586,-17.616777420043945,-17.68808364868164,-17.647632598876953,-17.653837203979492,-17.72930335998535,-17.60143280029297,-17.65847396850586,-17.578210830688477,-17.653457641601562,-17.593137741088867,-17.67375946044922,-17.549428939819336,-17.767683029174805,-17.7050838470459,-17.808162689208984
-16.560483932495117,-16.577260971069336,-16.584720611572266,-16.49124526977539,-16.51446533203125,-16.565784454345703,-16.669368743896484,-16.628019332885742,-16.67020606994629,-16.5014705657959,-16.566083908081055,-16.605979919433594,-16.553932189941406,-16.431934356689453,-16.468564987182617,-16.40578269958496,-16.56874656677246,-16.481958389282227,-16.44886589050293,-16.542720794677734,-16.51527976989746,-16.618555068969727,-16.58596420288086,-16.527454376220703,-16.54984474182129,-16.647705078125,-16.609752655029297,-16.644845962524414,-16.466602325439453,-16.72146987915039,-16.49689483642578,-16.469083786010742,-16.565507888793945,-16.49892234802246,-16.510608673095703,-16.598478317260742,-16.619421005249023,-16.58848762512207,-16.56955337524414,-16.656381607055664,-16.602624893188477,-16.6088809967041,-16.69378662109375,-16.658727645874023,-16.574462890625,-16.54364776611328,-16.57718276977539,-16.7497501373291,-16.634357452392578,-16.73796272277832
-15.603446960449219,-15.79938793182373,-15.711335182189941,-15.64572811126709,-15.773590087890625,-15.7140531539917,-15.726465225219727,-15.79635238647461,-15.758785247802734,-15.721978187561035,-15.71756649017334,-15.678756713867188,-15.749775886535645,-15.737462997436523,-15.638954162597656,-15.695133209228516,-15.738754272460938,-15.75970458984375,-15.671778678894043,-15.75312614440918,-15.762728691101074,-15.745401382446289,-15.768173217773438,-15.645668983459473,-15.715699195861816,-15.741805076599121,-15.659822463989258,-15.85258960723877,-15.704601287841797,-15.782177925109863,-15.70263957977295,-15.762758255004883,-15.707531929016113,-15.601227760314941,-15.6353759765625,-15.659354209899902,-15.72895622253418,-15.640822410583496,-15.835129737854004,-15.788877487182617,-15.792314529418945,-15.699735641479492,-15.71960163116455,-15.828133583068848,-15.748616218566895,-15.699666976928711,-15.745444297790527,-15.74330997467041,-15.810439109802246,-15.806904792785645
